Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Deletion_Reason
kwade tong	verbinding	1.0	894725	894727	kwaadspreker	iemand die kwaadspreekt	Full definition shorter than short
kwade trouw	verbinding	1.0	894753	894754	oneerlijkheid	oneerlijke bedoelingen	Full definition shorter than short
kwade wil	verbinding	1.0	894758	894760	slechte wil	slechte bedoelingen	Full definition shorter than short
kwajongen	substantief	2.0	86610	573330	snotneus	jonge jongen	Full definition shorter than short
kwatta	substantief	1.0	604485	604490	kwatta-aap	zwarte slingeraap	Full definition shorter than short
lachlust	substantief	1.0	87251	87252	zin om te lachen	lust om te lachen	Full definition shorter than short
ladelichter	substantief	1.0	87285	87286	dief	iemand die steelt uit de geldla	Full definition shorter than short
laffelijk	bijwoord	1.0	365699	549458	lafhartig	op laffe wijze	Full definition shorter than short
langsrazend	adjectief	1.0	467491	644228	iets of iemand voorbijrazend	in razende vaart ergens langs gaand	Full definition shorter than short
lapidair	adjectief	1.1	88164	213348	beknopt	ongenuanceerd	Full definition shorter than short
Leeuwardens	adjectief	1.0	541407	541482	van Leeuwarden	van, in, uit Leeuwarden	Full definition shorter than short
Leeuwarder	adjectief	2.0	89099	89101	van Leeuwarden	van, uit, in Leeuwarden e.d.	Full definition shorter than short
Leeuwards	adjectief	1.0	541369	541376	van Leeuwarden	van, uit, in Leeuwarden	Full definition shorter than short
Leeuwards	adjectief	2.1	541369	541393	behorend tot het Stadsfries	van, in, uit het Stadsfries e.d.	Full definition shorter than short
Lelystads	adjectief	1.0	479631	558344	van de Lelystedelingen	van, uit, in Lelystad e.d.	Full definition shorter than short
lenteseizoen	substantief	1.0	509182	509184	deel van het jaar waarin het lente is	seizoen van de lente periode van de lente in een bepaald jaar	Full definition shorter than short
leprapatiënt	substantief	1.0	501486	502030	lepralijder	iemand die aan lepra lijdt	Full definition shorter than short
leproos	substantief	1.0	89552	89553	leprapatiënt	iemand die aan lepra lijdt	Full definition shorter than short
lesbienne	substantief	1.0	89625	89626	lesbische vrouw	vrouw die lesbisch is	Full definition shorter than short
levensavond	substantief	1.0	89848	89849	de oude dag	de levensfase van de ouderdom	Full definition shorter than short
lezenswaardig	adjectief	1.0	90167	90168	het lezen waard	waard om gelezen te worden	Full definition shorter than short
lezeres	substantief	1.0	90202	90203	vrouwelijke lezer	vrouw die iets leest	Full definition shorter than short
lgbt	substantief	1.0	643239	643522	lesbian, gay, bisexual, transgender	lesbienne, gay, biseksueel, transgender	Full definition shorter than short
lichtallergie	substantief	2.0	278593	929936	fotocontactallergie	allergie voor bepaalde stof bij licht	Full definition shorter than short
lijkbewasser	substantief	1.0	601863	604848	aflegger	iemand die lijken aflegt	Full definition shorter than short
lispelen	werkwoord	3.0	91452	526656	fluisteren	zacht of fluisterend spreken	Full definition shorter than short
loonzakje	substantief	2.0	92176	659280	(iemands) inkomen	(figuurlijk) inkomen	Full definition shorter than short
losse flodder	verbinding	1.0	901559	912451	munitie zonder projectiel	huls en kruitlading zonder kogel	Full definition shorter than short
lovenswaardig	adjectief	1.0	92524	92525	het loven waard	waard om geloofd te worden	Full definition shorter than short
luieren	werkwoord	1.0	92873	92874	lui zijn	niets uitvoeren	Full definition shorter than short
lul-de-behanger	substantief	1.0	92987	516960	stommeling	suffige of onhandige man	Full definition shorter than short
maaglijder	substantief	1.0	394287	505603	maagpatiënt	iemand die aan een maagkwaal lijdt	Full definition shorter than short
maatje	substantief	1.5	93756	207721	gozer	jongen	Full definition shorter than short
mager boontje	verbinding	1.0	905308	905309	mager persoon	iemand die mager is	Full definition shorter than short
magneetbaan	substantief	1.1	94166	94168	magneettrein	trein die op een magneetbaan rijdt	Full definition shorter than short
Malinees	adjectief	1.0	94516	94519	van de Malinezen	van Mali of de Malinezen	Full definition shorter than short
Maltees	adjectief	1.0	94574	94577	van de Maltezen	van Malta of de Maltezen	Full definition shorter than short
Maltees	substantief	3.0	94574	94576	de Maltese taal	taal van de Maltezen	Full definition shorter than short
Maltezer	adjectief	3.0	94582	94585	van de Maltezers	van Malta of de Maltezers	Full definition shorter than short
mampier	substantief	1.0	419062	601888	knut	zeer kleine, bloedzuigende mug	Full definition shorter than short
mastodont	substantief	6.0	95653	233557	groot exemplaar	dier dat zeer groot is in zijn soort	Full definition shorter than short
m.a.w.	bijwoord	1.0	386953	512499	anders gezegd	met andere woorden	Full definition shorter than short
medium	adjectief	B.1.2	96717	555290	tussen small en large	middelgroot van portie	Full definition shorter than short
meebeleven	werkwoord	1.0	96739	96740	samen met een ander of anderen getuige zijn van, deelgenoot zijn van, ondervinden	samen met een ander of anderen beleven met anderen op tv of in de bioscoop beleven met anderen bijwonen en beleven	Full definition shorter than short
meebidden	werkwoord	2.0	403657	941138	samen met een ander of anderen opzeggen	met een ander of anderen biddend uitspreken	Full definition shorter than short
meedansen	werkwoord	1.1	96757	941164	dansend bewegen	als het ware meedoen aan een dans	Full definition shorter than short
mee-eten	werkwoord	1.0	96733	96734	gezamenlijk een maaltijd gebruiken	samen met een ander of anderen eten	Full definition shorter than short
mee-eten	werkwoord	2.0	96733	940687	erbij opeten	samen met ander voedsel eten	Full definition shorter than short
meelmaatschappij	substantief	1.0	601914	607589	handelsmaatschappij in meel	maatschappij die meel verhandelt	Full definition shorter than short
meerderjarige	substantief	1.0	96895	96896	iemand die meerderjarig is	iemand van achttien jaar of ouder	Full definition shorter than short
meeroken	werkwoord	2.0	96966	941599	met een ander of anderen een stikkie roken	met een ander of anderen roken met een ander of anderen een joint roken	Full definition shorter than short
meeroudergezin	substantief	2.0	313062	313664	traditioneel gezin	gezin met twee ouders	Full definition shorter than short
meesteres	substantief	5.1	97165	559912	bazin	eigenares van een huisdier	Full definition shorter than short
meewillen	werkwoord	4.0	97285	941972	gunstig zijn (om iets te bereiken)	meezitten onder invloed van de omstandigheden gedijen	Full definition shorter than short
meloen	substantief	1.1	97682	537736	meloen als stof	vruchtvlees van een meloen	Full definition shorter than short
menthol	substantief	2.0	98056	98058	mentholsigaret	mentholsigaret(ten)	Full definition shorter than short
Meppeler	adjectief	2.0	98114	98116	van de Meppelers	van, uit, in Meppel e.d.	Full definition shorter than short
merendeels	bijwoord	1.0	98148	98149	het merendeel omvattend	voor het grootste gedeelte	Full definition shorter than short
mest	substantief	1.1	98257	611480	dierenstront	ontlasting van een dier	Full definition shorter than short
met blijdschap in het hart	verbinding	1.0	926145	926147	vol vreugde	met veel blijdschap	Full definition shorter than short
met bloedend hart	verbinding	1.0	895628	895630	met tegenzin	met veel verdriet	Full definition shorter than short
met de daver op het lijf	verbinding	1.0	903058	903059	bevend van schrik	trillend van angst	Full definition shorter than short
met de hand op het hart	verbinding	1.0	926163	926164	in alle eerlijkheid	oprecht in alle ernst	Full definition shorter than short
met de kippen op stok gaan	verbinding	1.0	896172	896173	vroeg gaan slapen	vroeg naar bed gaan	Full definition shorter than short
met de rug tegen de muur staan	verbinding	2.0	926932	926934	geen uitweg meer zien	geen kant meer op kunnen	Full definition shorter than short
met de tong op de schoenen	verbinding	1.0	895898	895901	uitgeteld	heel erg moe	Full definition shorter than short
met een bang hart	verbinding	1.0	926167	926168	vervuld van angst	met een bang gemoed	Full definition shorter than short
met geen goud te betalen	verbinding	1.0	903378	903379	zeer duur	niet te betalen	Full definition shorter than short
met geweld van wapens	verbinding	1.0	915829	915830	door militair ingrijpen	door wapens te gebruiken	Full definition shorter than short
met Gods hulp	verbinding	1.0	917361	917362	als God wil helpen	met de hulp van God	Full definition shorter than short
met hart en ziel	verbinding	1.0	926185	926186	met geheel het hart	met heel veel toewijding	Full definition shorter than short
met hopen	verbinding	1.0	928170	928172	heel veel	in grote aantallen	Full definition shorter than short
met lood in de schoenen	verbinding	1.0	896041	896042	niet van harte	met veel tegenzin	Full definition shorter than short
met luider stem	bijwoord	1.0	427380	661893	met een luide stem	met een hard klinkende, goed hoorbare stem	Full definition shorter than short
met luider stemme	bijwoord	1.0	661909	661912	met een luide stem	met een hard klinkende, goed hoorbare stem	Full definition shorter than short
met ons drietjes	bijwoord	1.0	42851	962777	met ons drieën	wij drieën gezamenlijk	Full definition shorter than short
met ons tweetjes	bijwoord	1.0	161139	962783	met ons tweeën	wij tweeën samen	Full definition shorter than short
met pijn in het hart	verbinding	1.0	895629	904462	met tegenzin	met veel verdriet	Full definition shorter than short
met zijn bestek spelen	verbinding	1.0	909217	909218	niet dooreten	treuzelen met eten	Full definition shorter than short
met zijn drietjes	bijwoord	1.0	934936	962791	(zij) met zijn drieën	met alle drie gezamenlijk	Full definition shorter than short
met zijn dronken kop	verbinding	1.0	906489	906491	dronken zijnde	in beschonken toestand	Full definition shorter than short
met zijn tengels van iets afblijven	verbinding	2.0	928258	928260	iets ongemoeid laten	zich niet met iets bemoeien	Full definition shorter than short
met zijn zatte kop	verbinding	1.0	906494	906502	dronken zijnde	in beschonken toestand	Full definition shorter than short
mijn naam is haas	verbinding	1.0	896233	896234	ik weet van niks	ik weet nergens van	Full definition shorter than short
mikmak	substantief	2.0	99194	99198	schompes	niet-bestaande ziekte	Full definition shorter than short
Milanees	adjectief	1.0	99220	99222	van de Milanezen	van, uit, in Milaan e.d.	Full definition shorter than short
mineralogie	substantief	1.0	99848	99849	delfstofkunde	studie van mineralen	Full definition shorter than short
misantroop	adjectief	2.0	100095	100097	vervuld van mensenhaat	blijk gevend van mensenhaat	Full definition shorter than short
mode	substantief	2.1	100534	649308	modewereld	modebranche	Full definition shorter than short
moervos	substantief	1.0	216703	216704	vrouwtjesvos	vrouwelijke vos	Full definition shorter than short
mokka	substantief	4.0	100930	100935	donkerbruin	kleur van mokka	Full definition shorter than short
molenpaard	substantief	2.0	100982	100984	struise vrouw	grote, grofgebouwde vrouw	Full definition shorter than short
Moskouer	adjectief	2.0	320196	543110	van de Moskovieten	van, uit, in Moskou e.d.	Full definition shorter than short
mosterd na de maaltijd	verbinding	1.0	897932	897941	vijgen na Pasen	iets wat eigenlijk veel te laat komt	Full definition shorter than short
muilpeer	substantief	1.1	441565	592932	veeg uit de pan	figuurlijke klap	Full definition shorter than short
muisje	substantief	1.0	206728	206729	muis	(kleine of jonge) muis voorstelling van een muisje	Full definition shorter than short
muizen	werkwoord	1.0	102282	370375	muizen vangen	op muizen jagen	Full definition shorter than short
muntthee	substantief	1.0	102424	102425	soort muntthee hoeveelheid, portie muntthee	aftreksel van pepermuntbladeren portie muntthee	Full definition shorter than short
museummedewerker	substantief	1.0	102489	102490	werknemer van een museum	medewerker van een museum	Full definition shorter than short
muurbloempje	substantief	3.0	102611	573599	iets wat niet opvalt	iets wat onopvallend is	Full definition shorter than short
Myanmarees	adjectief	1.0	102880	102882	van de Myanmarezen	van, uit, in Myanmar e.d.	Full definition shorter than short
Naaldwijks	adjectief	1.0	590374	590388	van de Naaldwijkers	van, uit, in Naaldwijk e.d.	Full definition shorter than short
naar de barbiesjes	verbinding	1.0	903595	903596	kapot	naar de ondergang	Full definition shorter than short
naar het achterplan	verbinding	1.0	904476	904494	uit de publiciteit	naar de achtergrond	Full definition shorter than short
nadir	substantief	2.0	103328	103330	dieptepunt	laagste punt	Full definition shorter than short
narcoticum	substantief	1.0	103531	103532	drug	verdovend middel	Full definition shorter than short
nastrevenswaardig	adjectief	1.0	103594	103595	nastreving verdienend	waard om nagestreefd te worden	Full definition shorter than short
natuurtalent	substantief	1.0	103862	103863	van nature aanwezige gave	van nature aanwezig talent	Full definition shorter than short
Nepalees	adjectief	1.0	104870	104873	van de Nepalezen	van Nepal of de Nepalezen	Full definition shorter than short
Nepalees	substantief	3.0	104870	104872	de Nepalese taal	taal van de Nepalezen	Full definition shorter than short
Nepalees	adjectief	4.0	104870	104874	in het Nepalees	behorend tot de Nepalese taal	Full definition shorter than short
netkrapte	substantief	1.0	946471	946472	netwerkschaarste	tekort aan transportcapaciteit op het elektriciteitsnet	Full definition shorter than short
nierpatiënt	substantief	1.0	105278	105279	patiënt met een nierziekte	iemand die aan een nierziekte lijdt	Full definition shorter than short
niet meer dan een mug zijn	verbinding	1.0	907093	907094	onbelangrijk zijn	niet van belang zijn	Full definition shorter than short
niet onverdeeld gelukkig	verbinding	1.0	927588	927592	vrij ongelukkig	niet erg gelukkig	Full definition shorter than short
niet op zijn tong gevallen zijn	verbinding	1.0	895981	895982	verbaal zijn mannetje staan	goed uit zijn woorden kunnen komen	Full definition shorter than short
niet te eten zijn	verbinding	1.0	912113	912116	vies smaken	niet lekker zijn	Full definition shorter than short
niet-dodelijk	adjectief	1.0	105350	105351	niet de dood veroorzakend	niet de dood tot gevolg hebbend	Full definition shorter than short
nieuwsbloggen	werkwoord	1.0	578945	578947	een nieuwsblog hebben of daaraan bijdragen	bloggen van en over nieuws en actualiteiten	Full definition shorter than short
Nigerees	adjectief	1.0	105707	105709	van de Nigerezen	van, uit, in Niger e.d.	Full definition shorter than short
noedel	substantief	1.2	106005	544511	noedelsliert	sliert of reepje van noedeldeeg	Full definition shorter than short
noemenswaardig	adjectief	1.0	106016	106017	vermeldenswaardig	waard om genoemd te worden	Full definition shorter than short
nog groen achter de oren zijn	verbinding	1.0	925756	925759	nog niet droog achter de oren zijn	zeer onervaren en vaak ook nog jong zijn	Full definition shorter than short
nog nat achter de oren zijn	verbinding	1.0	925757	925760	nog niet droog achter de oren zijn	zeer onervaren en vaak ook nog jong zijn	Full definition shorter than short
nog niet droog achter de oren zijn	verbinding	1.0	925758	925761	nog groen achter de oren zijn	zeer onervaren en vaak ook nog jong zijn	Full definition shorter than short
noga	substantief	1.1	106028	106030	kleur als die van noga	aroma of kleur van noga	Full definition shorter than short
Noord-Iers	adjectief	1.0	443821	569136	van de Noord-Ieren	van, uit, in Noord-Ierland e.d.	Full definition shorter than short
nopens	voorzetsel	1.0	106434	106435	omtrent	betreffende	Full definition shorter than short
notabel	adjectief	2.0	106512	106514	belangrijk	opmerkenswaardig	Full definition shorter than short
nu breekt mijn klomp	verbinding	1.0	928367	928368	nu sta ik perplex	nu begrijp ik er niets meer van	Full definition shorter than short
nullies	substantief	1.0	965175	967075	jaren nul	jaren 2000 tot en met 2009	Full definition shorter than short
nymfomaan	adjectief	1.0	106894	106895	behept met een overmatige seksdrive	lijdend aan overmatige geslachtsdrift	Full definition shorter than short
o.a.	bijwoord	1.0	106931	106932	onder meer	onder andere	Full definition shorter than short
occasie	substantief	4.0	107265	107269	occasion	tweedehands auto	Full definition shorter than short
ochtendkrieken	substantief	1.0	107333	107334	dageraad	het aanbreken van de ochtend	Full definition shorter than short
Oegandees	adjectief	1.0	107495	107497	van de Oegandezen	van, uit, in Oeganda e.d.	Full definition shorter than short
okselmouw	substantief	2.0	601958	638551	tanktop	mouwloos hemd	Full definition shorter than short
Oldebroeker	adjectief	2.0	107855	107857	van de Oldebroekers	van, uit, in Oldebroek e.d.	Full definition shorter than short
om de andere week	verbinding	1.0	919632	919633	eens in de twee weken	de ene week wel en de daaropvolgende niet	Full definition shorter than short
om de week	verbinding	1.0	919631	919634	eens in de twee weken	de ene week wel en de daaropvolgende niet	Full definition shorter than short
om den brode	bijwoord	1.0	389701	894303	als broodwinning	om er de kost mee te verdienen	Full definition shorter than short
om des keizers baard	verbinding	1.0	908757	908758	van geen enkel belang meer	waarbij niets meer op het spel staat	Full definition shorter than short
oma	substantief	1.0	108031	108032	grootmoeder	moeder van iemands vader of moeder	Full definition shorter than short
Omaans	adjectief	1.0	560507	560524	van de Omanezen	van, uit, in Oman	Full definition shorter than short
Omanitisch	adjectief	1.0	560551	560552	van de Omanezen	van, uit, in Oman	Full definition shorter than short
Ommelander	adjectief	2.0	108270	108272	van de Ommelanders	van, uit, in de Ommelanden e.d.	Full definition shorter than short
Ommer	adjectief	2.0	108278	108280	van de Ommers	van, uit, in Ommen e.d.	Full definition shorter than short
omwille van	voorzetsel	1.0	365889	962796	ten behoeve van	in het belang van	Full definition shorter than short
ondernemingslust	substantief	1.0	109402	109403	zin om iets te ondernemen	lust om iets te ondernemen	Full definition shorter than short
onderwereldfiguur	substantief	1.0	109615	109616	misdadiger	iemand uit het criminele milieu	Full definition shorter than short
onderwerp van de dag	verbinding	1.0	912826	912827	het voorwerp van alle gesprekken	datgene waarover iedereen spreekt	Full definition shorter than short
onderzoeksrecht	substantief	1.0	234061	234064	recht om iets te onderzoeken	recht om onderzoek te verrichten	Full definition shorter than short
ongeloofwaardig	adjectief	2.0	110288	205032	verbaasd	blijk gevend van ongeloof	Full definition shorter than short
ongeluksdag	substantief	1.0	477999	543620	dag die men als onheilbrengend beschouwt	dag waarvan men verwacht dat hij ongeluk brengt	Full definition shorter than short
ongemanierd	adjectief	1.0	110307	110308	zonder goede manieren	geen goede manieren hebbend	Full definition shorter than short
ongeverfd	adjectief	1.0	110466	110467	ongeschilderd	niet met verf behandeld	Full definition shorter than short
onheilsdag	substantief	1.0	452264	544266	dag die men als onheilbrengend beschouwt	dag waarvan men verwacht dat hij ongeluk brengt	Full definition shorter than short
ontiegelijk	adjectief	1.0	111217	111218	geweldig	zeer groot	Full definition shorter than short
ontiegelijk	adjectief	2.0	111217	111219	uitermate	buitengewoon	Full definition shorter than short
ontpitten	werkwoord	1.0	111381	111382	van hun zaden ontdoen van putten, pitten en uitlopers ontdoen van zaadjes ontdoen	(vruchten, groenten) van pitten ontdoen (aardappels) van pitten en ogen ontdoen (katoen) van zaadjes ontdoen	Full definition shorter than short
ontslapene	substantief	1.0	426962	889339	gestorvene	iemand die gestorven is	Full definition shorter than short
ontwikkelingsgericht	adjectief	2.0	111864	379277	afgestemd op de ontwikkeling van iets gericht op de ontwikkelingshulp	gericht op de ontwikkeling van iets gericht op de ontwikkelingssamenwerking	Full definition shorter than short
ontwikkelingsgericht	adjectief	2.1	111864	379278	gericht op de ontwikkelingshulp	gericht op de ontwikkelingssamenwerking	Full definition shorter than short
oogziekte	substantief	1.0	112615	112616	oogaandoening	ziekte aan de ogen	Full definition shorter than short
oorlam	substantief	2.0	112680	112682	borrel	borrel in het algemeen	Full definition shorter than short
oorveeg	substantief	1.0	112883	112884	klap tegen het oor of hoofd	draai om de oren veeg uit de pan	Full definition shorter than short
oorvijg	substantief	1.0	112887	112888	klap tegen het oor of hoofd	draai om de oren figuurlijke klap	Full definition shorter than short
oorvijg	substantief	1.1	112887	592908	veeg uit de pan	figuurlijke klap	Full definition shorter than short
op de bagagedrager meerijden	verbinding	2.0	959367	959371	van nabij meemaken	beleven alsof je er zelf bij bent	Full definition shorter than short
op de bagagedrager van	verbinding	1.0	959360	959362	meeliftend op het succes van	profiterend van iemand of iets	Full definition shorter than short
op de kop af	verbinding	1.0	926488	926490	exact	precies	Full definition shorter than short
op de lijst staan van	verbinding	1.0	915198	915201	gerekend worden tot	beschouwd worden als	Full definition shorter than short
op de valreep	bijwoord	1.0	558929	920567	op het nippertje	op het allerlaatste moment	Full definition shorter than short
op een weg terechtkomen	verbinding	1.0	919797	919799	(beginnen te) handelen op de genoemde wijze	een bepaalde handelwijze (beginnen te) volgen	Full definition shorter than short
op eigen houtje	verbinding	1.0	917615	917616	helemaal alleen	op eigen initiatief	Full definition shorter than short
op elk dubbeltje letten	verbinding	1.0	911679	911698	goed op het geld letten	elke uitgave zorgvuldig afwegen	Full definition shorter than short
op gang komen	verbinding	1.0	927510	927532	soepel beginnen te lopen	goed beginnen te functioneren	Full definition shorter than short
op gang krijgen	verbinding	1.0	630564	927496	in werking stellen	in beweging krijgen	Full definition shorter than short
op het dievenpad gaan	verbinding	1.0	911827	911833	uit stelen gaan	op pad gaan om een inbraak te plegen	Full definition shorter than short
op het dievenpad zijn	verbinding	1.0	911828	911837	uit stelen zijn	op pad zijn om een inbraak te plegen	Full definition shorter than short
op het verkeerde paard wedden	verbinding	1.0	924453	924456	een misrekening maken	iets verkeerd inschatten	Full definition shorter than short
op iemand lijken als het ene ei op het andere	verbinding	1.0	911925	911927	precies op iemand lijken	heel erg op iemand lijken	Full definition shorter than short
op je snufferd gaan	verbinding	2.0	924734	924736	mislukken	een fout maken	Full definition shorter than short
op kop	verbinding	1.0	926838	926841	aan de leiding	voorop in een groep of wedstrijd	Full definition shorter than short
op staande voet	verbinding	1.0	954011	954079	meteen op dat moment	met onmiddellijke ingang	Full definition shorter than short
op zichzelf aangewezen zijn	verbinding	1.0	908718	908719	het alleen moeten redden	geen hulp of steun van anderen krijgen	Full definition shorter than short
op zijn kin kunnen kloppen	verbinding	1.0	928359	928360	geen eten meer hebben	geen eten krijgen of meer hebben	Full definition shorter than short
op zijn kop staan	verbinding	2.0	926809	926811	ondersteboven gehaald zijn	omgekeerd zijn aan de normale gang van zaken	Full definition shorter than short
op zijn qui-vive zijn	verbinding	1.0	929931	929932	opletten	op zijn hoede zijn	Full definition shorter than short
opdrijven	werkwoord	4.0	113157	588505	opstuwen	naar boven stuwen	Full definition shorter than short
op-en-top	adjectief	1.0	458053	645369	van top tot teen	in alle opzichten	Full definition shorter than short
op-en-top	adjectief	2.0	458053	645375	tot in de puntjes	in uitstekende staat	Full definition shorter than short
opgeblazen kikker	verbinding	2.0	917469	917471	dik persoon	iemand die heel groot en breed is	Full definition shorter than short
oprichtingsfase	substantief	1.0	386156	605576	periode van oprichting	fase waarin iets opgericht wordt	Full definition shorter than short
opslagmogelijkheid	substantief	1.0	114465	216357	mogelijkheid tot opslag van goederen, materialen, producten, bezittingen e.d.	mogelijkheid voor de opslag van goederen e.d. ruimte die dient voor de opslag van iets	Full definition shorter than short
oranjekleurig	adjectief	1.0	115082	115083	oranje	met een oranje kleur	Full definition shorter than short
orgastisch	adjectief	2.0	115288	115290	uitbundig op uitbundige wijze	als van, of als bij een orgasme	Full definition shorter than short
oude dag	verbinding	1.0	913254	913255	de tijd dat iemand oud is	het laatste deel van iemands leven	Full definition shorter than short
oude koek	verbinding	1.0	900446	900447	niets nieuws	iets wat al bekend was	Full definition shorter than short
ouderloos	adjectief	1.0	115778	115779	zonder ouders	geen ouders meer hebbend	Full definition shorter than short
over de zeik raken	verbinding	1.0	899941	899943	van slag raken	zijn zelfbeheersing verliezen	Full definition shorter than short
overall	bijwoord	B.1.0	115993	560202	algeheel	in het geheel bezien	Full definition shorter than short
overbevissen	werkwoord	2.0	410105	940646	te intensief vissen op	te veel vissen op vissoorten	Full definition shorter than short
overnight	bijwoord	2.0	249747	886539	de volgende dag	binnen een etmaal	Full definition shorter than short
paardenrenbaan	substantief	1.0	470892	595681	hippodroom	renbaan voor paardenraces	Full definition shorter than short
paasei	substantief	3.0	117435	541327	iets ovaalronds	iets wat lijkt op een paasei	Full definition shorter than short
padiekaf	substantief	1.0	599333	599354	rijstkaf	kaf van padie (rijst)	Full definition shorter than short
padieopkoop	substantief	1.0	599357	599358	rijstopkoop	opkoop van padie (rijst)	Full definition shorter than short
padieopkoper	substantief	1.0	599361	599362	rijstopkoper	opkoper van padie (rijst)	Full definition shorter than short
padieprijs	substantief	1.0	599365	599366	rijstprijs	prijs van padie (rijst)	Full definition shorter than short
padieproducent	substantief	1.0	599369	599371	rijstproducent	producent van padie (rijst)	Full definition shorter than short
pagadder	substantief	1.1	117576	117579	deugniet	kwajongen	Full definition shorter than short
pak	substantief	A.4.0	117630	555915	grote hoeveelheid	flinke hoeveelheid	Full definition shorter than short
palaveren	werkwoord	2.0	117714	200328	langdurig onderhandelen	langdurige besprekingen voeren	Full definition shorter than short
palmboom	substantief	1.1	117811	587916	afbeelding van een palmboom	voorstelling van een palmboom	Full definition shorter than short
Panamees	adjectief	1.0	117858	117860	van de Panamezen	van, uit, in Panama e.d.	Full definition shorter than short
pandita	substantief	1.0	479705	599807	geleerde vrouwelijke hindoe	vrouwelijke hindoegeestelijke	Full definition shorter than short
pap	substantief	A.2.0	118032	118034	op het gerecht pap gelijkende brij	op pap gelijkende brij soort dikke pappige massa	Full definition shorter than short
paprika	substantief	1.1	118180	541897	paprika als stof	vruchtvlees van een paprika	Full definition shorter than short
Paraguees	adjectief	1.0	118370	118372	van de Paraguezen	van, uit, in Paraguay e.d.	Full definition shorter than short
parel	substantief	3.1	118460	570686	prachtplaats	prachtige plaats	Full definition shorter than short
pasteitje	substantief	2.0	452218	542249	taartje	zoet gebakje	Full definition shorter than short
pastelblauw	substantief	2.0	119263	980926	licht zachtblauw	lichte zachtblauwe kleur	Full definition shorter than short
pastelgeel	substantief	2.0	119269	980919	licht zachtgeel	lichte zachtgele kleur	Full definition shorter than short
pastelgroen	substantief	2.0	119272	980915	licht zachtgroen	lichte zachtgroene kleur	Full definition shorter than short
peetvader	substantief	1.1	119806	653052	godfather	hoofd van een maffiafamilie	Full definition shorter than short
pekinees	adjectief	3.0	119881	119884	van de Pekinezen	van, uit, in Peking e.d.	Full definition shorter than short
personeelsgebrek	substantief	1.0	120741	120742	personeelstekort	gebrek aan personeel	Full definition shorter than short
personeelsinkrimping	substantief	1.0	120744	120745	personeelsvermindering	inkrimping van het personeel	Full definition shorter than short
personeelsreductie	substantief	1.0	120761	120762	personeelsvermindering	reductie van het personeel	Full definition shorter than short
personeelstekort	substantief	1.0	120768	120769	personeelsgebrek	tekort aan personeel	Full definition shorter than short
peukje	substantief	3.0	567283	567307	stompje	klein of kort stukje van iets	Full definition shorter than short
peul	substantief	B.1.0	121056	544486	peluw	onderkussen of hoofdkussen	Full definition shorter than short
piaiman	substantief	1.0	600194	600221	piai	indiaanse sjamaan	Full definition shorter than short
pief	substantief	2.0	121300	121302	penis	mannelijk lid	Full definition shorter than short
pieterman	substantief	4.0	178	182	piemel	mannelijk lid	Full definition shorter than short
piloot	substantief	2.0	121606	121608	bestuurder van een raceauto	iemand die een raceauto bestuurt	Full definition shorter than short
piloot	substantief	3.0	121606	492585	bestuurder van een bobslee	iemand die een bobslee bestuurt	Full definition shorter than short
piloot	substantief	4.0	121606	544199	test	proef	Full definition shorter than short
pina	substantief	1.0	121643	121644	açaipalm bladeren van de pinapalm gebruikt als dakbedekking	palmboom waaraan açaibessen groeien pinabladeren als dakbedekking	Full definition shorter than short
pingpongen	werkwoord	1.0	121693	121694	tafeltennissen	pingpong spelen	Full definition shorter than short
pinpointen	werkwoord	1.0	529995	530014	iets of iemand precies aanwijzen	iets of iemand nauwkeurig lokaliseren	Full definition shorter than short
pisang	substantief	1.0	121843	121844	banaan banaan	banaan als voorwerpsnaam banaan als stofnaam	Full definition shorter than short
pisang	substantief	1.1	121843	121846	banaan	banaan als stofnaam	Full definition shorter than short
pissed	adjectief	1.0	980829	980830	erg boos	erg kwaad	Full definition shorter than short
pissed off	adjectief	1.0	980836	980837	erg boos	erg kwaad	Full definition shorter than short
platje	substantief	2.1	122489	296856	besmet zijn met platjes	schaamluis als aandoening	Full definition shorter than short
platte wagen	verbinding	1.0	918988	918989	wagen met een vlak vrachtplatform	wagen zonder opstaande boordranden	Full definition shorter than short
platte wagen	verbinding	2.0	918988	919399	spoorrijtuig met een vlak vrachtplatform	spoorrijtuig zonder opstaande boordranden	Full definition shorter than short
pleepot	substantief	1.0	223120	223121	closetpot	pot van een wc	Full definition shorter than short
poeder in de kuiten hebben	verbinding	1.0	906402	906405	sterke benen hebben	veel kracht in de benen hebben	Full definition shorter than short
poes	substantief	2.0	123216	123217	vrouwtjeskat	vrouwelijke kat	Full definition shorter than short
poes	substantief	4.0	123216	197478	vagina	vrouwelijk geslachtsdeel	Full definition shorter than short
poetshulp	substantief	1.0	123242	123243	schoonmaakhulp	hulp bij het schoonmaken	Full definition shorter than short
polyamide	adjectief	2.0	123756	123758	gemaakt van nylon	gemaakt van polyamide	Full definition shorter than short
poolvos	substantief	2.0	209853	210200	poolvossenbont	bont van de poolvos	Full definition shorter than short
Portugees	adjectief	1.0	124375	124378	van de Portugezen	van, uit, in Portugal e.d.	Full definition shorter than short
Portugees	adjectief	4.0	124375	124379	in het Portugees	behorend tot de Portugese taal	Full definition shorter than short
